Runs Analyzed,Average Runtime,Average Build Time,Average Push Time,Average Runtime Without Push,Average Queue Time, Total Runtime
80,2 min 37 sec,1 min 52 sec,33 sec,2 min 4 sec,23 sec,209 min 35 sec
