Runs Analyzed,Average Runtime,Average Build Time,Average Push Time,Average Runtime Without Push,Average Queue Time,Total Runtime
80,2 min 37 sec,2 min 5 sec,28 sec,2 min 9 sec,2 min 50 sec,208 min 55 sec
